keyword,intent,format_page,zone_type,metier,modificateur,vol_estime,difficulte,page_cible,statut,priorite,tier,quick_win,raison_priorite
menuisier autrans meaudre en vercors,transactional,local-listing,commune-bassin,menuisier,aucun,22,low,/grenoble/autrans-meaudre-en-vercors/menuisier,a-creer,4,T3-longue-traine,non,"Bassin petite (3,100hab) - longue traine, faible vol"
carreleur la mure,transactional,local-listing,commune-bassin,carreleur,aucun,22,low,/grenoble/la-mure/carreleur,a-creer,4,T3-longue-traine,non,"Bassin petite (5,100hab) - longue traine, faible vol"
chauffagiste la mure,transactional,local-listing,commune-bassin,chauffagiste,aucun,22,low,/grenoble/la-mure/chauffagiste,a-creer,4,T3-longue-traine,non,"Bassin petite (5,100hab) - longue traine, faible vol"
peintre bourg d oisans,transactional,local-listing,commune-bassin,peintre,aucun,22,low,/grenoble/bourg-d-oisans/peintre,a-creer,4,T3-longue-traine,non,"Bassin petite (3,100hab) - longue traine, faible vol"
menuisier bourg d oisans,transactional,local-listing,commune-bassin,menuisier,aucun,22,low,/grenoble/bourg-d-oisans/menuisier,a-creer,4,T3-longue-traine,non,"Bassin petite (3,100hab) - longue traine, faible vol"
carreleur vieux lyon,transactional,local-listing,quartier-intramuros,carreleur,aucun,22,low,/lyon/vieux-lyon/carreleur,a-creer,4,T3-longue-traine,non,"Quartier Lyon (8,000hab) - tres longue traine"
chauffagiste vieux lyon,transactional,local-listing,quartier-intramuros,chauffagiste,aucun,22,low,/lyon/vieux-lyon/chauffagiste,a-creer,4,T3-longue-traine,non,"Quartier Lyon (8,000hab) - tres longue traine"
carreleur confluence,transactional,local-listing,quartier-intramuros,carreleur,aucun,22,low,/lyon/confluence/carreleur,a-creer,4,T3-longue-traine,non,"Quartier Lyon (8,000hab) - tres longue traine"
chauffagiste confluence,transactional,local-listing,quartier-intramuros,chauffagiste,aucun,22,low,/lyon/confluence/chauffagiste,a-creer,4,T3-longue-traine,non,"Quartier Lyon (8,000hab) - tres longue traine"
peintre perrache,transactional,local-listing,quartier-intramuros,peintre,aucun,22,low,/lyon/perrache/peintre,a-creer,4,T3-longue-traine,non,"Quartier Lyon (5,000hab) - tres longue traine"
menuisier perrache,transactional,local-listing,quartier-intramuros,menuisier,aucun,22,low,/lyon/perrache/menuisier,a-creer,4,T3-longue-traine,non,"Quartier Lyon (5,000hab) - tres longue traine"
carreleur foch,transactional,local-listing,quartier-intramuros,carreleur,aucun,22,low,/lyon/foch/carreleur,a-creer,4,T3-longue-traine,non,"Quartier Lyon (8,000hab) - tres longue traine"
chauffagiste foch,transactional,local-listing,quartier-intramuros,chauffagiste,aucun,22,low,/lyon/foch/chauffagiste,a-creer,4,T3-longue-traine,non,"Quartier Lyon (8,000hab) - tres longue traine"
carreleur saint rambert,transactional,local-listing,quartier-intramuros,carreleur,aucun,22,low,/lyon/saint-rambert/carreleur,a-creer,4,T3-longue-traine,non,"Quartier Lyon (8,000hab) - tres longue traine"
chauffagiste saint rambert,transactional,local-listing,quartier-intramuros,chauffagiste,aucun,22,low,/lyon/saint-rambert/chauffagiste,a-creer,4,T3-longue-traine,non,"Quartier Lyon (8,000hab) - tres longue traine"
peintre gorge de loup,transactional,local-listing,quartier-intramuros,peintre,aucun,22,low,/lyon/gorge-de-loup/peintre,a-creer,4,T3-longue-traine,non,"Quartier Lyon (5,000hab) - tres longue traine"
menuisier gorge de loup,transactional,local-listing,quartier-intramuros,menuisier,aucun,22,low,/lyon/gorge-de-loup/menuisier,a-creer,4,T3-longue-traine,non,"Quartier Lyon (5,000hab) - tres longue traine"
carreleur point du jour,transactional,local-listing,quartier-intramuros,carreleur,aucun,22,low,/lyon/point-du-jour/carreleur,a-creer,4,T3-longue-traine,non,"Quartier Lyon (8,000hab) - tres longue traine"
chauffagiste point du jour,transactional,local-listing,quartier-intramuros,chauffagiste,aucun,22,low,/lyon/point-du-jour/chauffagiste,a-creer,4,T3-longue-traine,non,"Quartier Lyon (8,000hab) - tres longue traine"
peintre charly,transactional,local-listing,commune-banlieue,peintre,aucun,22,low,/lyon/charly/peintre,a-creer,4,T3-longue-traine,non,Couverture geographique exhaustive
menuisier charly,transactional,local-listing,commune-banlieue,menuisier,aucun,22,low,/lyon/charly/menuisier,a-creer,4,T3-longue-traine,non,Couverture geographique exhaustive
peintre villefranche sur saone 69400,transactional,local-listing,commune-bassin,peintre,aucun,22,low,/lyon/villefranche-sur-saone/peintre,a-creer,4,T3-longue-traine,non,Variante avec code postal - signal local hyper-precis
menuisier villefranche sur saone 69400,transactional,local-listing,commune-bassin,menuisier,aucun,22,low,/lyon/villefranche-sur-saone/menuisier,a-creer,4,T3-longue-traine,non,Variante avec code postal - signal local hyper-precis
macon anse,transactional,local-listing,commune-bassin,macon,aucun,22,low,/lyon/anse/macon,a-creer,4,T3-longue-traine,non,"Bassin petite (8,400hab) - longue traine, faible vol"
couvreur anse,transactional,local-listing,commune-bassin,couvreur,aucun,22,low,/lyon/anse/couvreur,a-creer,4,T3-longue-traine,non,"Bassin petite (8,400hab) - longue traine, faible vol"
carreleur pont de cheruy,transactional,local-listing,commune-bassin,carreleur,aucun,22,low,/lyon/pont-de-cheruy/carreleur,a-creer,4,T3-longue-traine,non,"Bassin petite (4,700hab) - longue traine, faible vol"
chauffagiste pont de cheruy,transactional,local-listing,commune-bassin,chauffagiste,aucun,22,low,/lyon/pont-de-cheruy/chauffagiste,a-creer,4,T3-longue-traine,non,"Bassin petite (4,700hab) - longue traine, faible vol"
carreleur heyrieux,transactional,local-listing,commune-bassin,carreleur,aucun,22,low,/lyon/heyrieux/carreleur,a-creer,4,T3-longue-traine,non,"Bassin petite (5,100hab) - longue traine, faible vol"
chauffagiste heyrieux,transactional,local-listing,commune-bassin,chauffagiste,aucun,22,low,/lyon/heyrieux/chauffagiste,a-creer,4,T3-longue-traine,non,"Bassin petite (5,100hab) - longue traine, faible vol"
peintre serezin du rhone,transactional,local-listing,commune-bassin,peintre,aucun,22,low,/lyon/serezin-du-rhone/peintre,a-creer,4,T3-longue-traine,non,"Bassin petite (3,200hab) - longue traine, faible vol"
menuisier serezin du rhone,transactional,local-listing,commune-bassin,menuisier,aucun,22,low,/lyon/serezin-du-rhone/menuisier,a-creer,4,T3-longue-traine,non,"Bassin petite (3,200hab) - longue traine, faible vol"
carreleur pusignan,transactional,local-listing,commune-bassin,carreleur,aucun,22,low,/lyon/pusignan/carreleur,a-creer,4,T3-longue-traine,non,"Bassin petite (4,800hab) - longue traine, faible vol"
chauffagiste pusignan,transactional,local-listing,commune-bassin,chauffagiste,aucun,22,low,/lyon/pusignan/chauffagiste,a-creer,4,T3-longue-traine,non,"Bassin petite (4,800hab) - longue traine, faible vol"
carreleur villette d anthon,transactional,local-listing,commune-bassin,carreleur,aucun,22,low,/lyon/villette-d-anthon/carreleur,a-creer,4,T3-longue-traine,non,"Bassin petite (4,700hab) - longue traine, faible vol"
chauffagiste villette d anthon,transactional,local-listing,commune-bassin,chauffagiste,aucun,22,low,/lyon/villette-d-anthon/chauffagiste,a-creer,4,T3-longue-traine,non,"Bassin petite (4,700hab) - longue traine, faible vol"
peintre calvaire,transactional,local-listing,quartier-intramuros,peintre,aucun,22,low,/valence/calvaire/peintre,a-creer,4,T3-longue-traine,non,"Quartier Valence (5,000hab) - tres longue traine"
menuisier calvaire,transactional,local-listing,quartier-intramuros,menuisier,aucun,22,low,/valence/calvaire/menuisier,a-creer,4,T3-longue-traine,non,"Quartier Valence (5,000hab) - tres longue traine"
electricien thoiry,transactional,local-listing,commune-banlieue,electricien,aucun,21,low,/chambery/thoiry/electricien,a-creer,4,T3-longue-traine,non,Couverture geographique exhaustive
macon pontcharra,transactional,local-listing,commune-bassin,macon,aucun,21,low,/chambery/pontcharra/macon,a-creer,4,T3-longue-traine,non,"Bassin petite (7,200hab) - longue traine, faible vol"
couvreur pontcharra,transactional,local-listing,commune-bassin,couvreur,aucun,21,low,/chambery/pontcharra/couvreur,a-creer,4,T3-longue-traine,non,"Bassin petite (7,200hab) - longue traine, faible vol"
macon saint jean de maurienne,transactional,local-listing,commune-bassin,macon,aucun,21,low,/chambery/saint-jean-de-maurienne/macon,a-creer,4,T3-longue-traine,non,"Bassin petite (7,800hab) - longue traine, faible vol"
couvreur saint jean de maurienne,transactional,local-listing,commune-bassin,couvreur,aucun,21,low,/chambery/saint-jean-de-maurienne/couvreur,a-creer,4,T3-longue-traine,non,"Bassin petite (7,800hab) - longue traine, faible vol"
peintre teppes,transactional,local-listing,quartier-intramuros,peintre,aucun,21,low,/annecy/teppes/peintre,a-creer,4,T3-longue-traine,non,"Quartier Annecy (4,500hab) - tres longue traine"
menuisier teppes,transactional,local-listing,quartier-intramuros,menuisier,aucun,21,low,/annecy/teppes/menuisier,a-creer,4,T3-longue-traine,non,"Quartier Annecy (4,500hab) - tres longue traine"
peintre sevrier,transactional,local-listing,commune-banlieue,peintre,aucun,21,low,/annecy/sevrier/peintre,a-creer,4,T3-longue-traine,non,Couverture geographique exhaustive
menuisier sevrier,transactional,local-listing,commune-banlieue,menuisier,aucun,21,low,/annecy/sevrier/menuisier,a-creer,4,T3-longue-traine,non,Couverture geographique exhaustive
electricien quintal,transactional,local-listing,commune-banlieue,electricien,aucun,21,low,/annecy/quintal/electricien,a-creer,4,T3-longue-traine,non,Couverture geographique exhaustive
carreleur ile verte,transactional,local-listing,quartier-intramuros,carreleur,aucun,21,low,/grenoble/ile-verte/carreleur,a-creer,4,T3-longue-traine,non,"Quartier Grenoble (7,000hab) - tres longue traine"
chauffagiste ile verte,transactional,local-listing,quartier-intramuros,chauffagiste,aucun,21,low,/grenoble/ile-verte/chauffagiste,a-creer,4,T3-longue-traine,non,"Quartier Grenoble (7,000hab) - tres longue traine"
peintre allies alpins,transactional,local-listing,quartier-intramuros,peintre,aucun,21,low,/grenoble/allies-alpins/peintre,a-creer,4,T3-longue-traine,non,"Quartier Grenoble (4,500hab) - tres longue traine"
menuisier allies alpins,transactional,local-listing,quartier-intramuros,menuisier,aucun,21,low,/grenoble/allies-alpins/menuisier,a-creer,4,T3-longue-traine,non,"Quartier Grenoble (4,500hab) - tres longue traine"
carreleur abbaye,transactional,local-listing,quartier-intramuros,carreleur,aucun,21,low,/grenoble/abbaye/carreleur,a-creer,4,T3-longue-traine,non,"Quartier Grenoble (6,500hab) - tres longue traine"
chauffagiste abbaye,transactional,local-listing,quartier-intramuros,chauffagiste,aucun,21,low,/grenoble/abbaye/chauffagiste,a-creer,4,T3-longue-traine,non,"Quartier Grenoble (6,500hab) - tres longue traine"
peintre corenc,transactional,local-listing,commune-banlieue,peintre,aucun,21,low,/grenoble/corenc/peintre,a-creer,4,T3-longue-traine,non,Couverture geographique exhaustive
menuisier corenc,transactional,local-listing,commune-banlieue,menuisier,aucun,21,low,/grenoble/corenc/menuisier,a-creer,4,T3-longue-traine,non,Couverture geographique exhaustive
carreleur allevard,transactional,local-listing,commune-bassin,carreleur,aucun,21,low,/grenoble/allevard/carreleur,a-creer,4,T3-longue-traine,non,"Bassin petite (4,200hab) - longue traine, faible vol"
chauffagiste allevard,transactional,local-listing,commune-bassin,chauffagiste,aucun,21,low,/grenoble/allevard/chauffagiste,a-creer,4,T3-longue-traine,non,"Bassin petite (4,200hab) - longue traine, faible vol"
peintre lans en vercors,transactional,local-listing,commune-bassin,peintre,aucun,21,low,/grenoble/lans-en-vercors/peintre,a-creer,4,T3-longue-traine,non,"Bassin petite (2,700hab) - longue traine, faible vol"
menuisier lans en vercors,transactional,local-listing,commune-bassin,menuisier,aucun,21,low,/grenoble/lans-en-vercors/menuisier,a-creer,4,T3-longue-traine,non,"Bassin petite (2,700hab) - longue traine, faible vol"
carreleur villard de lans,transactional,local-listing,commune-bassin,carreleur,aucun,21,low,/grenoble/villard-de-lans/carreleur,a-creer,4,T3-longue-traine,non,"Bassin petite (4,100hab) - longue traine, faible vol"
chauffagiste villard de lans,transactional,local-listing,commune-bassin,chauffagiste,aucun,21,low,/grenoble/villard-de-lans/chauffagiste,a-creer,4,T3-longue-traine,non,"Bassin petite (4,100hab) - longue traine, faible vol"
carreleur vinay,transactional,local-listing,commune-bassin,carreleur,aucun,21,low,/grenoble/vinay/carreleur,a-creer,4,T3-longue-traine,non,"Bassin petite (4,100hab) - longue traine, faible vol"
chauffagiste vinay,transactional,local-listing,commune-bassin,chauffagiste,aucun,21,low,/grenoble/vinay/chauffagiste,a-creer,4,T3-longue-traine,non,"Bassin petite (4,100hab) - longue traine, faible vol"
carreleur champvert,transactional,local-listing,quartier-intramuros,carreleur,aucun,21,low,/lyon/champvert/carreleur,a-creer,4,T3-longue-traine,non,"Quartier Lyon (6,500hab) - tres longue traine"
chauffagiste champvert,transactional,local-listing,quartier-intramuros,chauffagiste,aucun,21,low,/lyon/champvert/chauffagiste,a-creer,4,T3-longue-traine,non,"Quartier Lyon (6,500hab) - tres longue traine"
peintre collonges au mont d or,transactional,local-listing,commune-banlieue,peintre,aucun,21,low,/lyon/collonges-au-mont-d-or/peintre,a-creer,4,T3-longue-traine,non,Couverture geographique exhaustive
menuisier collonges au mont d or,transactional,local-listing,commune-banlieue,menuisier,aucun,21,low,/lyon/collonges-au-mont-d-or/menuisier,a-creer,4,T3-longue-traine,non,Couverture geographique exhaustive
peintre la tour de salvagny,transactional,local-listing,commune-banlieue,peintre,aucun,21,low,/lyon/la-tour-de-salvagny/peintre,a-creer,4,T3-longue-traine,non,Couverture geographique exhaustive
menuisier la tour de salvagny,transactional,local-listing,commune-banlieue,menuisier,aucun,21,low,/lyon/la-tour-de-salvagny/menuisier,a-creer,4,T3-longue-traine,non,Couverture geographique exhaustive
carreleur communay,transactional,local-listing,commune-bassin,carreleur,aucun,21,low,/lyon/communay/carreleur,a-creer,4,T3-longue-traine,non,"Bassin petite (4,600hab) - longue traine, faible vol"
chauffagiste communay,transactional,local-listing,commune-bassin,chauffagiste,aucun,21,low,/lyon/communay/chauffagiste,a-creer,4,T3-longue-traine,non,"Bassin petite (4,600hab) - longue traine, faible vol"
carreleur centre ville,transactional,local-listing,quartier-intramuros,carreleur,aucun,21,low,/valence/centre-ville/carreleur,a-creer,4,T3-longue-traine,non,"Quartier Valence (7,000hab) - tres longue traine"
chauffagiste centre ville,transactional,local-listing,quartier-intramuros,chauffagiste,aucun,21,low,/valence/centre-ville/chauffagiste,a-creer,4,T3-longue-traine,non,"Quartier Valence (7,000hab) - tres longue traine"
carreleur polygone,transactional,local-listing,quartier-intramuros,carreleur,aucun,21,low,/valence/polygone/carreleur,a-creer,4,T3-longue-traine,non,"Quartier Valence (6,500hab) - tres longue traine"
chauffagiste polygone,transactional,local-listing,quartier-intramuros,chauffagiste,aucun,21,low,/valence/polygone/chauffagiste,a-creer,4,T3-longue-traine,non,"Quartier Valence (6,500hab) - tres longue traine"
carreleur fontbarlettes,transactional,local-listing,quartier-intramuros,carreleur,aucun,21,low,/valence/fontbarlettes/carreleur,a-creer,4,T3-longue-traine,non,"Quartier Valence (6,800hab) - tres longue traine"
chauffagiste fontbarlettes,transactional,local-listing,quartier-intramuros,chauffagiste,aucun,21,low,/valence/fontbarlettes/chauffagiste,a-creer,4,T3-longue-traine,non,"Quartier Valence (6,800hab) - tres longue traine"
peintre chamberliere,transactional,local-listing,quartier-intramuros,peintre,aucun,21,low,/valence/chamberliere/peintre,a-creer,4,T3-longue-traine,non,"Quartier Valence (4,500hab) - tres longue traine"
menuisier chamberliere,transactional,local-listing,quartier-intramuros,menuisier,aucun,21,low,/valence/chamberliere/menuisier,a-creer,4,T3-longue-traine,non,"Quartier Valence (4,500hab) - tres longue traine"
